abbreva,ccode,year,regiona,countryname,ccyr,IMRSOURCE,IMR,numstate,w
USA,2,1816,5,united states of america,21816,,,23,0.75
USA,2,1817,5,united states of america,21817,,,23,0.75
USA,2,1818,5,united states of america,21818,,,23,0.75
USA,2,1819,5,united states of america,21819,,,23,0.75
USA,2,1820,5,united states of america,21820,,,23,0.75
USA,2,1821,5,united states of america,21821,,,23,0.75
USA,2,1822,5,united states of america,21822,,,23,0.75
USA,2,1823,5,united states of america,21823,,,23,0.75
USA,2,1824,5,united states of america,21824,,,23,0.75
USA,2,1825,5,united states of america,21825,,,24,0.75
USA,2,1826,5,united states of america,21826,,,25,0.75
USA,2,1827,5,united states of america,21827,,,25,0.75
USA,2,1828,5,united states of america,21828,,,26,0.75
USA,2,1829,5,united states of america,21829,,,26,0.75
USA,2,1830,5,united states of america,21830,,,27,0.75
USA,2,1831,5,united states of america,21831,,,29,0.75
USA,2,1832,5,united states of america,21832,,,29,0.75
USA,2,1833,5,united states of america,21833,,,29,0.75
USA,2,1834,5,united states of america,21834,,,29,0.75
USA,2,1835,5,united states of america,21835,,,29,0.75
USA,2,1836,5,united states of america,21836,,,29,0.75
USA,2,1837,5,united states of america,21837,,,29,0.75
USA,2,1838,5,united states of america,21838,,,30,0.75
USA,2,1839,5,united states of america,21839,,,32,0.75
USA,2,1840,5,united states of america,21840,,,32,0.75
USA,2,1841,5,united states of america,21841,,,34,0.75
USA,2,1842,5,united states of america,21842,,,35,0.75
USA,2,1843,5,united states of america,21843,,,36,0.75
USA,2,1844,5,united states of america,21844,,,36,0.75
USA,2,1845,5,united states of america,21845,,,36,1
USA,2,1846,5,united states of america,21846,,,37,1
USA,2,1847,5,united states of america,21847,,,38,1
USA,2,1848,5,united states of america,21848,,,39,1
USA,2,1849,5,united states of america,21849,,,39,1
USA,2,1850,5,united states of america,21850,29,217.3999939,39,0.75
USA,2,1851,5,united states of america,21851,,,40,0.75
USA,2,1852,5,united states of america,21852,,,40,0.75
USA,2,1853,5,united states of america,21853,,,40,0.75
USA,2,1854,5,united states of america,21854,,,41,0.75
USA,2,1855,5,united states of america,21855,,,43,0.75
USA,2,1856,5,united states of america,21856,,,43,0.75
USA,2,1857,5,united states of america,21857,,,43,0.75
USA,2,1858,5,united states of america,21858,,,43,0.75
USA,2,1859,5,united states of america,21859,,,44,0.75
USA,2,1860,5,united states of america,21860,29,196.8999939,46,0.75
USA,2,1861,5,united states of america,21861,,,42,0.75
USA,2,1862,5,united states of america,21862,,,41,0.75
USA,2,1863,5,united states of america,21863,,,41,0.75
USA,2,1864,5,united states of america,21864,,,41,0.75
USA,2,1865,5,united states of america,21865,,,41,0.75
USA,2,1866,5,united states of america,21866,,,41,0.75
USA,2,1867,5,united states of america,21867,,,39,0.75
USA,2,1868,5,united states of america,21868,,,37,0.75
USA,2,1869,5,united states of america,21869,,,37,0.75
USA,2,1870,5,united states of america,21870,29,176,37,0.75
USA,2,1871,5,united states of america,21871,,,36,1
USA,2,1872,5,united states of america,21872,,,33,1
USA,2,1873,5,united states of america,21873,,,33,1
USA,2,1874,5,united states of america,21874,,,33,1
USA,2,1875,5,united states of america,21875,,,34,1
USA,2,1876,5,united states of america,21876,,,35,1
USA,2,1877,5,united states of america,21877,,,35,1
USA,2,1878,5,united states of america,21878,,,37,1
USA,2,1879,5,united states of america,21879,,,37,1
USA,2,1880,5,united states of america,21880,52,214.8000031,37,1
USA,2,1881,5,united states of america,21881,,,37,1
USA,2,1882,5,united states of america,21882,,,37,1
USA,2,1883,5,united states of america,21883,,,36,1
USA,2,1884,5,united states of america,21884,,,36,1
USA,2,1885,5,united states of america,21885,,,36,1
USA,2,1886,5,united states of america,21886,,,36,1
USA,2,1887,5,united states of america,21887,,,38,1
USA,2,1888,5,united states of america,21888,,,38,1
USA,2,1889,5,united states of america,21889,,,38,1
USA,2,1890,5,united states of america,21890,52,150.8999939,38,1
USA,2,1891,5,united states of america,21891,,,38,1
USA,2,1892,5,united states of america,21892,,,38,1
USA,2,1893,5,united states of america,21893,,,38,1
USA,2,1894,5,united states of america,21894,,,39,1
USA,2,1895,5,united states of america,21895,,,39,1
USA,2,1896,5,united states of america,21896,,,39,1
USA,2,1897,5,united states of america,21897,,,39,1
USA,2,1898,5,united states of america,21898,,,40,1
USA,2,1899,5,united states of america,21899,,,41,1
USA,2,1900,5,united states of america,21900,29,145,42,1
USA,2,1901,5,united states of america,21901,,,42,1
USA,2,1902,5,united states of america,21902,,,43,1
USA,2,1903,5,united states of america,21903,,,43,1
USA,2,1904,5,united states of america,21904,,,43,1
USA,2,1905,5,united states of america,21905,,,44,1
USA,2,1906,5,united states of america,21906,,,43,1
USA,2,1907,5,united states of america,21907,,,42,1
USA,2,1908,5,united states of america,21908,,,43,1
USA,2,1909,5,united states of america,21909,,,44,1
USA,2,1910,5,united states of america,21910,29,113,44,1
USA,2,1911,5,united states of america,21911,,,44,1
USA,2,1912,5,united states of america,21912,,,43,1
USA,2,1913,5,united states of america,21913,,,43,1
USA,2,1914,5,united states of america,21914,,,44,0.75
USA,2,1915,5,united states of america,21915,2,140,44,0.75
USA,2,1916,5,united states of america,21916,2,142,43,0.75
USA,2,1917,5,united states of america,21917,2,120.5,43,0.75
USA,2,1918,5,united states of america,21918,2,129,49,0.75
USA,2,1919,5,united states of america,21919,2,106.5,49,1
USA,2,1920,5,united states of america,21920,2,107,59,1
USA,2,1921,5,united states of america,21921,2,90,60,1
USA,2,1922,5,united states of america,21922,2,91.5,61,1
USA,2,1923,5,united states of america,21923,2,95,61,1
USA,2,1924,5,united states of america,21924,2,90,62,1
USA,2,1925,5,united states of america,21925,2,89.5,62,1
USA,2,1926,5,united states of america,21926,2,91,63,1
USA,2,1927,5,united states of america,21927,2,80.5,64,1
USA,2,1928,5,united states of america,21928,2,85,64,1
USA,2,1929,5,united states of america,21929,2,82.5,64,1
USA,2,1930,5,united states of america,21930,2,80,64,1
USA,2,1931,5,united states of america,21931,2,75,64,1
USA,2,1932,5,united states of america,21932,2,69.5,65,1
USA,2,1933,5,united states of america,21933,2,72,65,1
USA,2,1934,5,united states of america,21934,2,74,66,1
USA,2,1935,5,united states of america,21935,2,67.5,66,1
USA,2,1936,5,united states of america,21936,2,70.5,66,1
USA,2,1937,5,united states of america,21937,2,66.5,66,1
USA,2,1938,5,united states of america,21938,2,63,66,1
USA,2,1939,5,united states of america,21939,2,59,65,1
USA,2,1940,5,united states of america,21940,2,58.5,62,0.75
USA,2,1941,5,united states of america,21941,2,58,55,0.75
USA,2,1942,5,united states of america,21942,2,51,53,0.75
USA,2,1943,5,united states of america,21943,2,49.5,52,0.75
USA,2,1944,5,united states of america,21944,2,48.5,58,0.75
USA,2,1945,5,united states of america,21945,2,46.5,64,0.75
USA,2,1946,5,united states of america,21946,2,40.5,66,1
USA,2,1947,5,united states of america,21947,2,39,68,1
USA,2,1948,5,united states of america,21948,2,38,72,1
USA,2,1949,5,united states of america,21949,2,38,75,1
USA,2,1950,5,united states of america,21950,2,35.5,75,1
USA,2,1951,5,united states of america,21951,2,35.5,76,1
USA,2,1952,5,united states of america,21952,2,36,77,1
USA,2,1953,5,united states of america,21953,2,35,79,1
USA,2,1954,5,united states of america,21954,2,33.5,82,1
USA,2,1955,5,united states of america,21955,2,33.5,84,1
USA,2,1956,5,united states of america,21956,2,32.5,87,1
USA,2,1957,5,united states of america,21957,2,33.5,89,1
USA,2,1958,5,united states of america,21958,2,35,90,1
USA,2,1959,5,united states of america,21959,2,33.5,89,1
USA,2,1960,5,united states of america,21960,2,33,107,1
USA,2,1961,5,united states of america,21961,2,31.5,111,1
USA,2,1962,5,united states of america,21962,2,31.5,117,1
USA,2,1963,5,united states of america,21963,2,31.5,119,1
USA,2,1964,5,united states of america,21964,2,31.5,122,1
USA,2,1965,5,united states of america,21965,2,30.5,125,1
USA,2,1966,5,united states of america,21966,2,30,129,1
USA,2,1967,5,united states of america,21967,2,28,130,1
USA,2,1968,5,united states of america,21968,2,26.5,133,1
USA,2,1969,5,united states of america,21969,2,25.5,133,1
USA,2,1970,5,united states of america,21970,2,24.5,134,1
USA,2,1971,5,united states of america,21971,2,22.5,139,1
USA,2,1972,5,united states of america,21972,2,22,140,1
USA,2,1973,5,united states of america,21973,2,21,141,1
USA,2,1974,5,united states of america,21974,2,20,143,1
USA,2,1975,5,united states of america,21975,4,19,150,1
USA,2,1976,5,united states of america,21976,4,18,151,1
USA,2,1977,5,united states of america,21977,4,17,152,1
USA,2,1978,5,united states of america,21978,4,16.5,154,1
USA,2,1979,5,united states of america,21979,4,15.5,156,1
USA,2,1980,5,united states of america,21980,4,15,156,1
USA,2,1981,5,united states of america,21981,4,14,159,1
USA,2,1982,5,united states of america,21982,4,13.5,159,1
USA,2,1983,5,united states of america,21983,4,13.5,160,1
USA,2,1984,5,united states of america,21984,4,12.5,161,1
USA,2,1985,5,united states of america,21985,4,12.5,161,1
USA,2,1986,5,united states of america,21986,4,12.5,161,1
USA,2,1987,5,united states of america,21987,4,12.5,161,1
USA,2,1988,5,united states of america,21988,4,12,161,1
USA,2,1989,5,united states of america,21989,4,12,161,1
USA,2,1990,5,united states of america,21990,2,12,165,1
USA,2,1991,5,united states of america,21991,4,11,177,1
USA,2,1992,5,united states of america,21992,4,10.5,181,1
USA,2,1993,5,united states of america,21993,4,10.5,186,1
USA,2,1994,5,united states of america,21994,4,8.010000229,187,1
USA,2,1995,5,united states of america,21995,4,7.570000172,187,1
USA,2,1996,5,united states of america,21996,4,7.320000172,187,1
USA,2,1997,5,united states of america,21997,4,7.230000019,187,1
USA,2,1998,5,united states of america,21998,15,7.199999809,187,1
USA,2,1999,5,united states of america,21999,15,7.099999905,190,1
USA,2,2000,5,united states of america,22000,15,7,191,
USA,2,2001,5,united states of america,22001,15,7,191,
USA,2,2002,5,united states of america,22002,15,6.900000095,192,
CAN,20,1920,5,canada,201920,2,163,59,0.75
CAN,20,1921,5,canada,201921,2,102,60,1
CAN,20,1922,5,canada,201922,2,102,61,1
CAN,20,1923,5,canada,201923,2,103,61,1
CAN,20,1924,5,canada,201924,2,94,62,1
CAN,20,1925,5,canada,201925,2,93,62,1
CAN,20,1926,5,canada,201926,2,102,63,1
CAN,20,1927,5,canada,201927,2,95,64,1
CAN,20,1928,5,canada,201928,2,90,64,1
CAN,20,1929,5,canada,201929,2,93,64,1
CAN,20,1930,5,canada,201930,2,91,64,1
CAN,20,1931,5,canada,201931,2,86,64,1
CAN,20,1932,5,canada,201932,2,75,65,1
CAN,20,1933,5,canada,201933,2,74,65,1
CAN,20,1934,5,canada,201934,2,73,66,1
CAN,20,1935,5,canada,201935,2,72,66,1
CAN,20,1936,5,canada,201936,2,68,66,1
CAN,20,1937,5,canada,201937,2,77,66,1
CAN,20,1938,5,canada,201938,2,64,66,1
CAN,20,1939,5,canada,201939,2,61,65,1
CAN,20,1940,5,canada,201940,2,58,62,0.75
CAN,20,1941,5,canada,201941,2,61,55,0.75
CAN,20,1942,5,canada,201942,2,55,53,0.75
CAN,20,1943,5,canada,201943,2,55,52,0.75
CAN,20,1944,5,canada,201944,2,56,58,0.75
CAN,20,1945,5,canada,201945,2,52,64,0.75
CAN,20,1946,5,canada,201946,2,48,66,1
CAN,20,1947,5,canada,201947,2,46,68,1
CAN,20,1948,5,canada,201948,2,44,72,1
CAN,20,1949,5,canada,201949,2,43,75,1
CAN,20,1950,5,canada,201950,2,42,75,1
CAN,20,1951,5,canada,201951,2,39,76,1
CAN,20,1952,5,canada,201952,2,38,77,1
CAN,20,1953,5,canada,201953,2,36,79,1
CAN,20,1954,5,canada,201954,2,32,82,1
CAN,20,1955,5,canada,201955,2,31,84,1
CAN,20,1956,5,canada,201956,2,32,87,1
CAN,20,1957,5,canada,201957,2,31,89,1
CAN,20,1958,5,canada,201958,2,30,90,1
CAN,20,1959,5,canada,201959,2,28,89,1
CAN,20,1960,5,canada,201960,2,27,107,1
CAN,20,1961,5,canada,201961,2,27,111,1
CAN,20,1962,5,canada,201962,2,28,117,1
CAN,20,1963,5,canada,201963,2,26,119,1
CAN,20,1964,5,canada,201964,2,25,122,1
CAN,20,1965,5,canada,201965,2,24,125,1
CAN,20,1966,5,canada,201966,2,23,129,1
CAN,20,1967,5,canada,201967,2,22,130,1
CAN,20,1968,5,canada,201968,2,21,133,1
CAN,20,1969,5,canada,201969,2,19,133,1
CAN,20,1970,5,canada,201970,2,19,134,1
CAN,20,1971,5,canada,201971,2,18,139,1
CAN,20,1972,5,canada,201972,2,17,140,1
CAN,20,1973,5,canada,201973,2,16,141,1
CAN,20,1974,5,canada,201974,2,15,143,1
CAN,20,1975,5,canada,201975,2,14,150,1
CAN,20,1976,5,canada,201976,2,13,151,1
CAN,20,1977,5,canada,201977,2,12,152,1
CAN,20,1978,5,canada,201978,2,12,154,1
CAN,20,1979,5,canada,201979,2,11,156,1
CAN,20,1980,5,canada,201980,2,10,156,1
CAN,20,1981,5,canada,201981,2,10,159,1
CAN,20,1982,5,canada,201982,2,9,159,1
CAN,20,1983,5,canada,201983,2,8,160,1
CAN,20,1984,5,canada,201984,2,8,161,1
CAN,20,1985,5,canada,201985,2,8,161,1
CAN,20,1986,5,canada,201986,2,8,161,1
CAN,20,1987,5,canada,201987,2,7,161,1
CAN,20,1988,5,canada,201988,2,7,161,1
CAN,20,1989,5,canada,201989,2,7,161,1
CAN,20,1990,5,canada,201990,2,7,165,1
CAN,20,1991,5,canada,201991,2,7,177,1
CAN,20,1992,5,canada,201992,2,6,181,1
CAN,20,1993,5,canada,201993,2,6,186,1
CAN,20,1994,5,canada,201994,2,6,187,1
CAN,20,1995,5,canada,201995,4,6,187,1
CAN,20,1996,5,canada,201996,2,5,187,1
CAN,20,1997,5,canada,201997,2,7,187,1
CAN,20,1998,5,canada,201998,2,6,187,1
CAN,20,1999,5,canada,201999,15,5.099999905,190,1
CAN,20,2000,5,canada,202000,15,5.099999905,191,
CAN,20,2001,5,canada,202001,15,5,191,
CAN,20,2002,5,canada,202002,15,5,192,
BHM,31,1973,5,bahamas,311973,4,31,141,0.75
BHM,31,1974,5,bahamas,311974,4,25.55999947,143,0.75
BHM,31,1975,5,bahamas,311975,4,34.70999908,150,0.75
BHM,31,1976,5,bahamas,311976,4,24.73999977,151,0.75
BHM,31,1977,5,bahamas,311977,4,27.71999931,152,0.75
BHM,31,1978,5,bahamas,311978,4,32.54999924,154,0.75
BHM,31,1979,5,bahamas,311979,4,25.89999962,156,0.75
BHM,31,1980,5,bahamas,311980,4,29.29999924,156,0.75
BHM,31,1981,5,bahamas,311981,4,23,159,0.75
BHM,31,1982,5,bahamas,311982,4,24.60000038,159,0.75
BHM,31,1983,5,bahamas,311983,4,21.60000038,160,0.75
BHM,31,1984,5,bahamas,311984,4,22.20000076,161,0.75
BHM,31,1985,5,bahamas,311985,4,27.29999924,161,0.75
BHM,31,1986,5,bahamas,311986,4,33.79999924,161,0.75
BHM,31,1987,5,bahamas,311987,4,27.20000076,161,0.75
BHM,31,1988,5,bahamas,311988,4,22.89999962,161,0.75
BHM,31,1989,5,bahamas,311989,4,22.39999962,161,0.75
BHM,31,1990,5,bahamas,311990,4,33.91999817,165,0.75
BHM,31,1991,5,bahamas,311991,4,31.02000046,177,0.75
BHM,31,1992,5,bahamas,311992,4,30.81999969,181,0.75
BHM,31,1993,5,bahamas,311993,4,30.45000076,186,0.75
BHM,31,1994,5,bahamas,311994,4,31.85000038,187,0.75
BHM,31,1995,5,bahamas,311995,4,31.89999962,187,0.75
BHM,31,1996,5,bahamas,311996,15,27,187,0.75
BHM,31,1997,5,bahamas,311997,15,30.60000038,187,0.75
BHM,31,1998,5,bahamas,311998,15,30.5,187,0.75
BHM,31,1999,5,bahamas,311999,15,29.10000038,190,0.75
BHM,31,2000,5,bahamas,312000,15,27.79999924,191,
BHM,31,2001,5,bahamas,312001,15,27.20000076,191,
BHM,31,2002,5,bahamas,312002,15,26.70000076,192,
CUB,40,1902,5,cuba,401902,2,136,43,0.75
CUB,40,1903,5,cuba,401903,2,136,43,0.75
CUB,40,1904,5,cuba,401904,2,136,43,0.75
CUB,40,1905,5,cuba,401905,2,146,44,0.75
CUB,40,1906,5,cuba,401906,2,146,43,0.5
CUB,40,1909,5,cuba,401909,2,146,44,0.75
CUB,40,1910,5,cuba,401910,2,140,44,0.75
CUB,40,1911,5,cuba,401911,2,140,44,0.75
CUB,40,1912,5,cuba,401912,2,140,43,0.75
CUB,40,1913,5,cuba,401913,2,140,43,0.75
CUB,40,1914,5,cuba,401914,2,140,44,0.5
CUB,40,1915,5,cuba,401915,2,136,44,0.5
CUB,40,1916,5,cuba,401916,2,136,43,0.5
CUB,40,1917,5,cuba,401917,2,136,43,0
CUB,40,1918,5,cuba,401918,2,136,49,0.5
CUB,40,1919,5,cuba,401919,2,136,49,0.75
CUB,40,1920,5,cuba,401920,2,135,59,0.75
CUB,40,1921,5,cuba,401921,2,135,60,0.75
CUB,40,1922,5,cuba,401922,2,135,61,0.75
CUB,40,1923,5,cuba,401923,2,135,61,0.75
CUB,40,1924,5,cuba,401924,2,135,62,0.75
CUB,40,1925,5,cuba,401925,2,110,62,0.75
CUB,40,1926,5,cuba,401926,2,110,63,0.75
CUB,40,1927,5,cuba,401927,2,110,64,0.75
CUB,40,1928,5,cuba,401928,2,110,64,0.75
CUB,40,1929,5,cuba,401929,2,110,64,0.75
CUB,40,1930,5,cuba,401930,2,110,64,0.75
CUB,40,1931,5,cuba,401931,2,76,64,0.75
CUB,40,1932,5,cuba,401932,2,113,65,0.75
CUB,40,1933,5,cuba,401933,2,132,65,0.75
CUB,40,1934,5,cuba,401934,2,100,66,0.5
CUB,40,1935,5,cuba,401935,2,127,66,0.75
CUB,40,1936,5,cuba,401936,2,106,66,0.75
CUB,40,1937,5,cuba,401937,2,87,66,0.75
CUB,40,1938,5,cuba,401938,2,83,66,0.75
CUB,40,1939,5,cuba,401939,2,78,65,0.75
CUB,40,1940,5,cuba,401940,2,61,62,0.5
CUB,40,1941,5,cuba,401941,2,61,55,0.5
CUB,40,1942,5,cuba,401942,2,61,53,0.5
CUB,40,1943,5,cuba,401943,2,71,52,0.5
CUB,40,1944,5,cuba,401944,2,58,58,0.5
CUB,40,1945,5,cuba,401945,2,69,64,0.5
CUB,40,1946,5,cuba,401946,2,41,66,0.75
CUB,40,1947,5,cuba,401947,2,42,68,0.75
CUB,40,1948,5,cuba,401948,2,39,72,0.75
CUB,40,1949,5,cuba,401949,2,38,75,0.75
CUB,40,1950,5,cuba,401950,2,35,75,0.75
CUB,40,1951,5,cuba,401951,2,39,76,0.75
CUB,40,1952,5,cuba,401952,2,38,77,0.25
CUB,40,1953,5,cuba,401953,2,38,79,0.25
CUB,40,1954,5,cuba,401954,2,33,82,0.25
CUB,40,1955,5,cuba,401955,2,36,84,0.5
CUB,40,1956,5,cuba,401956,2,34,87,0.5
CUB,40,1957,5,cuba,401957,2,37,89,0.5
CUB,40,1958,5,cuba,401958,54.09999847,69.90000153,90,0.5
CUB,40,1959,5,cuba,401959,2,32,89,0.25
CUB,40,1960,5,cuba,401960,2,35,107,0.25
CUB,40,1961,5,cuba,401961,2,37,111,0.25
CUB,40,1962,5,cuba,401962,2,40,117,0.25
CUB,40,1963,5,cuba,401963,2,36,119,0.25
CUB,40,1964,5,cuba,401964,2,38,122,0.25
CUB,40,1965,5,cuba,401965,2,38,125,0.25
CUB,40,1966,5,cuba,401966,2,38,129,0.25
CUB,40,1967,5,cuba,401967,2,37,130,0.25
CUB,40,1968,5,cuba,401968,2,39,133,0.25
CUB,40,1969,5,cuba,401969,2,47,133,0.25
CUB,40,1970,5,cuba,401970,2,36,134,0.25
CUB,40,1971,5,cuba,401971,2,34,139,0.25
CUB,40,1972,5,cuba,401972,2,27,140,0.25
CUB,40,1973,5,cuba,401973,2,29,141,0.25
CUB,40,1974,5,cuba,401974,2,29,143,0.25
CUB,40,1975,5,cuba,401975,2,27,150,0.25
CUB,40,1976,5,cuba,401976,2,23,151,0.25
CUB,40,1977,5,cuba,401977,2,25,152,0.25
CUB,40,1978,5,cuba,401978,2,22,154,0.25
CUB,40,1979,5,cuba,401979,2,19,156,0.25
CUB,40,1980,5,cuba,401980,2,20,156,0.25
CUB,40,1981,5,cuba,401981,2,18,159,0.25
CUB,40,1982,5,cuba,401982,2,17,159,0.25
CUB,40,1983,5,cuba,401983,2,17,160,0.25
CUB,40,1984,5,cuba,401984,2,15,161,0.25
CUB,40,1985,5,cuba,401985,4,16,161,0.25
CUB,40,1986,5,cuba,401986,4,14,161,0.25
CUB,40,1987,5,cuba,401987,4,13,161,0.25
CUB,40,1988,5,cuba,401988,4,12,161,0.25
CUB,40,1989,5,cuba,401989,4,11,161,0.25
CUB,40,1990,5,cuba,401990,4,11,165,0.25
CUB,40,1991,5,cuba,401991,4,11,177,0.25
CUB,40,1992,5,cuba,401992,4,10,181,0.25
CUB,40,1993,5,cuba,401993,4,9,186,0.25
CUB,40,1994,5,cuba,401994,4,9,187,0.25
CUB,40,1995,5,cuba,401995,4,9,187,0.25
CUB,40,1996,5,cuba,401996,2,9,187,0.25
CUB,40,1997,5,cuba,401997,2,8,187,0.25
CUB,40,1998,5,cuba,401998,2,8,187,0.25
CUB,40,1999,5,cuba,401999,15,7.099999905,190,0.25
CUB,40,2000,5,cuba,402000,15,6.900000095,191,
CUB,40,2001,5,cuba,402001,15,6.800000191,191,
CUB,40,2002,5,cuba,402002,15,6.699999809,192,
HAI,41,1859,5,haiti,411859,,,44,0.25
HAI,41,1860,5,haiti,411860,,,46,0.25
HAI,41,1861,5,haiti,411861,,,42,0.25
HAI,41,1862,5,haiti,411862,,,41,0.25
HAI,41,1863,5,haiti,411863,,,41,0.25
HAI,41,1864,5,haiti,411864,,,41,0.25
HAI,41,1865,5,haiti,411865,,,41,0.25
HAI,41,1866,5,haiti,411866,,,41,0.25
HAI,41,1867,5,haiti,411867,,,39,0.25
HAI,41,1868,5,haiti,411868,,,37,0.25
HAI,41,1869,5,haiti,411869,,,37,0.25
HAI,41,1870,5,haiti,411870,,,37,0.25
HAI,41,1871,5,haiti,411871,,,36,0.25
HAI,41,1872,5,haiti,411872,,,33,0.25
HAI,41,1873,5,haiti,411873,,,33,0.25
HAI,41,1874,5,haiti,411874,,,33,0.25
HAI,41,1875,5,haiti,411875,,,34,0.25
HAI,41,1876,5,haiti,411876,,,35,0.25
HAI,41,1877,5,haiti,411877,,,35,0.25
HAI,41,1878,5,haiti,411878,,,37,0.25
HAI,41,1879,5,haiti,411879,,,37,0.25
HAI,41,1880,5,haiti,411880,,,37,0.25
HAI,41,1881,5,haiti,411881,,,37,0.25
HAI,41,1882,5,haiti,411882,,,37,0.25
HAI,41,1883,5,haiti,411883,,,36,0.25
HAI,41,1884,5,haiti,411884,,,36,0.25
HAI,41,1885,5,haiti,411885,,,36,0.25
HAI,41,1886,5,haiti,411886,,,36,0.25
HAI,41,1887,5,haiti,411887,,,38,0.25
HAI,41,1888,5,haiti,411888,,,38,0.25
HAI,41,1889,5,haiti,411889,,,38,0
HAI,41,1890,5,haiti,411890,,,38,0.25
HAI,41,1891,5,haiti,411891,,,38,0.25
HAI,41,1892,5,haiti,411892,,,38,0.25
HAI,41,1893,5,haiti,411893,,,38,0.25
HAI,41,1894,5,haiti,411894,,,39,0.25
HAI,41,1895,5,haiti,411895,,,39,0.25
HAI,41,1896,5,haiti,411896,,,39,0.25
HAI,41,1897,5,haiti,411897,,,39,0.25
HAI,41,1898,5,haiti,411898,,,40,0.25
HAI,41,1899,5,haiti,411899,,,41,0.25
HAI,41,1900,5,haiti,411900,,,42,0.25
HAI,41,1901,5,haiti,411901,,,42,0.25
HAI,41,1902,5,haiti,411902,,,43,0.25
HAI,41,1903,5,haiti,411903,,,43,0.25
HAI,41,1904,5,haiti,411904,,,43,0.25
HAI,41,1905,5,haiti,411905,,,44,0.25
HAI,41,1906,5,haiti,411906,,,43,0.25
HAI,41,1907,5,haiti,411907,,,42,0.25
HAI,41,1908,5,haiti,411908,,,43,0.25
HAI,41,1909,5,haiti,411909,,,44,0.25
HAI,41,1910,5,haiti,411910,,,44,0.25
HAI,41,1911,5,haiti,411911,,,44,0.25
HAI,41,1912,5,haiti,411912,,,43,0.25
HAI,41,1913,5,haiti,411913,,,43,0.25
HAI,41,1914,5,haiti,411914,,,44,0
HAI,41,1915,5,haiti,411915,,,44,0
HAI,41,1934,5,haiti,411934,,,66,0.75
HAI,41,1935,5,haiti,411935,,,66,0.75
HAI,41,1936,5,haiti,411936,,,66,0.75
HAI,41,1937,5,haiti,411937,,,66,0.75
HAI,41,1938,5,haiti,411938,,,66,0.75
HAI,41,1939,5,haiti,411939,,,65,0.75
HAI,41,1940,5,haiti,411940,,,62,0.5
HAI,41,1941,5,haiti,411941,,,55,0.5
HAI,41,1942,5,haiti,411942,,,53,0.5
HAI,41,1943,5,haiti,411943,,,52,0.5
HAI,41,1944,5,haiti,411944,,,58,0.5
HAI,41,1945,5,haiti,411945,,,64,0.5
HAI,41,1946,5,haiti,411946,,,66,0.25
HAI,41,1947,5,haiti,411947,,,68,0.25
HAI,41,1948,5,haiti,411948,,,72,0.25
HAI,41,1949,5,haiti,411949,,,75,0.25
HAI,41,1950,5,haiti,411950,54.09999847,219.6000061,75,0.25
HAI,41,1951,5,haiti,411951,54.09999847,219.6000061,76,0.5
HAI,41,1952,5,haiti,411952,54.09999847,219.6000061,77,0.5
HAI,41,1953,5,haiti,411953,54.09999847,219.6000061,79,0.5
HAI,41,1954,5,haiti,411954,54.09999847,219.6000061,82,0.5
HAI,41,1955,5,haiti,411955,54.09999847,193.5,84,0.5
HAI,41,1956,5,haiti,411956,54.09999847,193.5,87,0.5
HAI,41,1957,5,haiti,411957,54.09999847,193.5,89,0.5
HAI,41,1958,5,haiti,411958,54.09999847,193.5,90,0.5
HAI,41,1959,5,haiti,411959,54.09999847,193.5,89,0.5
HAI,41,1960,5,haiti,411960,37,182,107,0.5
HAI,41,1961,5,haiti,411961,54.09999847,176.1999969,111,0.5
HAI,41,1962,5,haiti,411962,54.09999847,176.1999969,117,0.5
HAI,41,1963,5,haiti,411963,54.09999847,176.1999969,119,0.5
HAI,41,1964,5,haiti,411964,54.09999847,176.1999969,122,0.5
HAI,41,1965,5,haiti,411965,54.09999847,165.1999969,125,0.5
HAI,41,1966,5,haiti,411966,54.09999847,165.1999969,129,0.5
HAI,41,1967,5,haiti,411967,54.09999847,165.1999969,130,0.5
HAI,41,1968,5,haiti,411968,54.09999847,165.1999969,133,0.5
HAI,41,1969,5,haiti,411969,54.09999847,165.1999969,133,0.5
HAI,41,1970,5,haiti,411970,54.09999847,152.1999969,134,0.5
HAI,41,1971,5,haiti,411971,54.09999847,152.1999969,139,0.25
HAI,41,1972,5,haiti,411972,54.09999847,152.1999969,140,0.25
HAI,41,1973,5,haiti,411973,4,124,141,0.25
HAI,41,1974,5,haiti,411974,54.09999847,152.1999969,143,0.25
HAI,41,1975,5,haiti,411975,54.09999847,139.1999969,150,0.25
HAI,41,1976,5,haiti,411976,19.10000038,139,151,0.25
HAI,41,1977,5,haiti,411977,19.10000038,139,152,0.25
HAI,41,1978,5,haiti,411978,19.10000038,139,154,0.25
HAI,41,1979,5,haiti,411979,19.10000038,139,156,0.25
HAI,41,1980,5,haiti,411980,19.10000038,139,156,0.25
HAI,41,1981,5,haiti,411981,19.10000038,127.8000031,159,0.25
HAI,41,1982,5,haiti,411982,4,123.1399994,159,0.25
HAI,41,1983,5,haiti,411983,4,122.5400009,160,0.25
HAI,41,1984,5,haiti,411984,4,121.9400024,161,0.25
HAI,41,1985,5,haiti,411985,4,121.3399963,161,0.25
HAI,41,1986,5,haiti,411986,4,117.9899979,161,0
HAI,41,1987,5,haiti,411987,4,114.7300034,161,0
