abbreva,ccode,year,regiona,countryname,ccyr,IMRSOURCE,IMR,numstate,w
CDI,437,1971,3,cote d'ivoire,4371971,54.09999847,129.8000031,139,0.5
CDI,437,1972,3,cote d'ivoire,4371972,54.09999847,129.8000031,140,0.5
CDI,437,1973,3,cote d'ivoire,4371973,54.09999847,129.8000031,141,0.5
CDI,437,1974,3,cote d'ivoire,4371974,54.09999847,129.8000031,143,0.5
CDI,437,1975,3,cote d'ivoire,4371975,54.09999847,117,150,0.5
CDI,437,1976,3,cote d'ivoire,4371976,54.09999847,117,151,0.5
CDI,437,1977,3,cote d'ivoire,4371977,54.09999847,117,152,0.5
CDI,437,1978,3,cote d'ivoire,4371978,19.10000038,120.9000015,154,0.5
CDI,437,1979,3,cote d'ivoire,4371979,54.09999847,117,156,0.5
CDI,437,1980,3,cote d'ivoire,4371980,54.09999847,105.8000031,156,0.5
CDI,437,1981,3,cote d'ivoire,4371981,54.09999847,105.8000031,159,0.5
CDI,437,1982,3,cote d'ivoire,4371982,54.09999847,105.8000031,159,0.5
CDI,437,1983,3,cote d'ivoire,4371983,19.10000038,109.9000015,160,0.5
CDI,437,1984,3,cote d'ivoire,4371984,54.09999847,105.8000031,161,0.5
CDI,437,1985,3,cote d'ivoire,4371985,54.09999847,97.19999695,161,0.5
CDI,437,1986,3,cote d'ivoire,4371986,54.09999847,97.19999695,161,0.5
CDI,437,1987,3,cote d'ivoire,4371987,54.09999847,97.19999695,161,0.5
CDI,437,1988,3,cote d'ivoire,4371988,4,114.7799988,161,0.5
CDI,437,1989,3,cote d'ivoire,4371989,4,114.4000015,161,0.5
CDI,437,1990,3,cote d'ivoire,4371990,4,114.0299988,165,0.5
CDI,437,1991,3,cote d'ivoire,4371991,4,113.2300034,177,0.5
CDI,437,1992,3,cote d'ivoire,4371992,4,112.4499969,181,0.5
CDI,437,1993,3,cote d'ivoire,4371993,4,111.6800003,186,0.5
CDI,437,1994,3,cote d'ivoire,4371994,4,110.2699966,187,0.5
CDI,437,1995,3,cote d'ivoire,4371995,4,108.8799973,187,0.5
CDI,437,1996,3,cote d'ivoire,4371996,15,107.5,187,0.5
CDI,437,1997,3,cote d'ivoire,4371997,15,106.0999985,187,0.5
CDI,437,1998,3,cote d'ivoire,4371998,15,104.8000031,187,0.5
CDI,437,1999,3,cote d'ivoire,4371999,15,103.4000015,190,0
CDI,437,2000,3,cote d'ivoire,4372000,15,102.0999985,191,
CDI,437,2001,3,cote d'ivoire,4372001,15,100.8000031,191,
CDI,437,2002,3,cote d'ivoire,4372002,15,99.59999847,192,
GUI,438,1958,3,guinea,4381958,54.09999847,208.3000031,90,0.5
GUI,438,1959,3,guinea,4381959,54.09999847,208.3000031,89,0.5
GUI,438,1960,3,guinea,4381960,37,203,107,0.5
GUI,438,1961,3,guinea,4381961,54.09999847,197.3999939,111,0.5
GUI,438,1962,3,guinea,4381962,54.09999847,197.3999939,117,0.5
GUI,438,1963,3,guinea,4381963,54.09999847,197.3999939,119,0.5
GUI,438,1964,3,guinea,4381964,54.09999847,197.3999939,122,0.5
GUI,438,1965,3,guinea,4381965,54.09999847,187,125,0.5
GUI,438,1966,3,guinea,4381966,54.09999847,187,129,0.5
GUI,438,1967,3,guinea,4381967,54.09999847,187,130,0.5
GUI,438,1968,3,guinea,4381968,54.09999847,187,133,0.5
GUI,438,1969,3,guinea,4381969,54.09999847,187,133,0.5
GUI,438,1970,3,guinea,4381970,54.09999847,177,134,0.5
GUI,438,1971,3,guinea,4381971,54.09999847,177,139,0.5
GUI,438,1972,3,guinea,4381972,54.09999847,177,140,0.5
GUI,438,1973,3,guinea,4381973,54.09999847,177,141,0.5
GUI,438,1974,3,guinea,4381974,54.09999847,177,143,0.5
GUI,438,1975,3,guinea,4381975,54.09999847,167.5,150,0.5
GUI,438,1976,3,guinea,4381976,54.09999847,167.5,151,0.5
GUI,438,1977,3,guinea,4381977,54.09999847,167.5,152,0.5
GUI,438,1978,3,guinea,4381978,19.10000038,171.5,154,0.5
GUI,438,1979,3,guinea,4381979,54.09999847,167.5,156,0.5
GUI,438,1980,3,guinea,4381980,54.09999847,157.1999969,156,0.5
GUI,438,1981,3,guinea,4381981,54.09999847,157.1999969,159,0.5
GUI,438,1982,3,guinea,4381982,54.09999847,157.1999969,159,0.5
GUI,438,1983,3,guinea,4381983,19.10000038,159.1000061,160,0.5
GUI,438,1984,3,guinea,4381984,54.09999847,157.1999969,161,0
GUI,438,1985,3,guinea,4381985,4,126.6200027,161,0
GUI,438,1986,3,guinea,4381986,4,124.2099991,161,0
GUI,438,1987,3,guinea,4381987,4,121.8499985,161,0
GUI,438,1988,3,guinea,4381988,4,119.5199966,161,0
GUI,438,1989,3,guinea,4381989,4,117.2399979,161,0
GUI,438,1990,3,guinea,4381990,4,115,165,0
GUI,438,1991,3,guinea,4381991,4,112.8300018,177,0
GUI,438,1992,3,guinea,4381992,4,110.6900024,181,0
GUI,438,1993,3,guinea,4381993,4,108.5999985,186,0
GUI,438,1994,3,guinea,4381994,4,106.5400009,187,0
GUI,438,1995,3,guinea,4381995,4,104.8700027,187,0.25
GUI,438,1996,3,guinea,4381996,15,103.4000015,187,0.25
GUI,438,1997,3,guinea,4381997,15,102,187,0.25
GUI,438,1998,3,guinea,4381998,15,100.5999985,187,0.25
GUI,438,1999,3,guinea,4381999,15,99.19999695,190,0.25
GUI,438,2000,3,guinea,4382000,15,97.80000305,191,
GUI,438,2001,3,guinea,4382001,15,96.30000305,191,
GUI,438,2002,3,guinea,4382002,15,94.80000305,192,
BFO,439,1960,3,burkina faso,4391960,37,205,107,0.5
BFO,439,1961,3,burkina faso,4391961,,,111,0.5
BFO,439,1962,3,burkina faso,4391962,,,117,0.5
BFO,439,1963,3,burkina faso,4391963,,,119,0.5
BFO,439,1964,3,burkina faso,4391964,,,122,0.5
BFO,439,1965,3,burkina faso,4391965,55,148.3000031,125,0.5
BFO,439,1966,3,burkina faso,4391966,,,129,0
BFO,439,1967,3,burkina faso,4391967,,,130,0
BFO,439,1968,3,burkina faso,4391968,,,133,0
BFO,439,1969,3,burkina faso,4391969,,,133,0
BFO,439,1970,3,burkina faso,4391970,8,141,134,0
BFO,439,1971,3,burkina faso,4391971,32,172,139,0
BFO,439,1972,3,burkina faso,4391972,,,140,0
BFO,439,1973,3,burkina faso,4391973,,,141,0
BFO,439,1974,3,burkina faso,4391974,,,143,0
BFO,439,1975,3,burkina faso,4391975,55,126.6999969,150,0
BFO,439,1976,3,burkina faso,4391976,,,151,0.25
BFO,439,1977,3,burkina faso,4391977,,,152,0.25
BFO,439,1978,3,burkina faso,4391978,19.10000038,157,154,0.75
BFO,439,1979,3,burkina faso,4391979,,,156,0.75
BFO,439,1980,3,burkina faso,4391980,55,117.0999985,156,0
BFO,439,1981,3,burkina faso,4391981,,,159,0
BFO,439,1982,3,burkina faso,4391982,,,159,0
BFO,439,1983,3,burkina faso,4391983,4,134,160,0
BFO,439,1984,3,burkina faso,4391984,,,161,0
BFO,439,1985,3,burkina faso,4391985,4,122.0500031,161,0
BFO,439,1986,3,burkina faso,4391986,4,120.3300018,161,0
BFO,439,1987,3,burkina faso,4391987,4,118.6299973,161,0
BFO,439,1988,3,burkina faso,4391988,4,116.9499969,161,0
BFO,439,1989,3,burkina faso,4391989,4,115.2900009,161,0
BFO,439,1990,3,burkina faso,4391990,4,113.6500015,165,0
BFO,439,1991,3,burkina faso,4391991,4,112.3700027,177,0
BFO,439,1992,3,burkina faso,4391992,4,111.1100006,181,0.25
BFO,439,1993,3,burkina faso,4391993,4,109.8499985,186,0.25
BFO,439,1994,3,burkina faso,4391994,4,108.6100006,187,0.25
BFO,439,1995,3,burkina faso,4391995,4,107.7699966,187,0.25
BFO,439,1996,3,burkina faso,4391996,15,106.8000031,187,0.25
BFO,439,1997,3,burkina faso,4391997,15,105.9000015,187,0.25
BFO,439,1998,3,burkina faso,4391998,15,105,187,0.25
BFO,439,1999,3,burkina faso,4391999,15,104.0999985,190,0.25
BFO,439,2000,3,burkina faso,4392000,15,103.1999969,191,
BFO,439,2001,3,burkina faso,4392001,15,102,191,
BFO,439,2002,3,burkina faso,4392002,15,100.9000015,192,
LBR,450,1920,3,liberia,4501920,,,59,0.5
LBR,450,1921,3,liberia,4501921,,,60,0.5
LBR,450,1922,3,liberia,4501922,,,61,0.5
LBR,450,1923,3,liberia,4501923,,,61,0.5
LBR,450,1924,3,liberia,4501924,,,62,0.5
LBR,450,1925,3,liberia,4501925,,,62,0.5
LBR,450,1926,3,liberia,4501926,,,63,0.5
LBR,450,1927,3,liberia,4501927,,,64,0.5
LBR,450,1928,3,liberia,4501928,,,64,0.5
LBR,450,1929,3,liberia,4501929,,,64,0.5
LBR,450,1930,3,liberia,4501930,,,64,0.5
LBR,450,1931,3,liberia,4501931,,,64,0.5
LBR,450,1932,3,liberia,4501932,,,65,0.5
LBR,450,1933,3,liberia,4501933,,,65,0.5
LBR,450,1934,3,liberia,4501934,,,66,0.5
LBR,450,1935,3,liberia,4501935,,,66,0.5
LBR,450,1936,3,liberia,4501936,,,66,0.5
LBR,450,1937,3,liberia,4501937,,,66,0.5
LBR,450,1938,3,liberia,4501938,,,66,0.5
LBR,450,1939,3,liberia,4501939,,,65,0.5
LBR,450,1940,3,liberia,4501940,,,62,0.25
LBR,450,1941,3,liberia,4501941,,,55,0.25
LBR,450,1942,3,liberia,4501942,,,53,0.25
LBR,450,1943,3,liberia,4501943,,,52,0.25
LBR,450,1944,3,liberia,4501944,,,58,0.25
LBR,450,1945,3,liberia,4501945,,,64,0.25
LBR,450,1946,3,liberia,4501946,,,66,0.5
LBR,450,1947,3,liberia,4501947,,,68,0.5
LBR,450,1948,3,liberia,4501948,,,72,0.5
LBR,450,1949,3,liberia,4501949,,,75,0.5
LBR,450,1950,3,liberia,4501950,54.09999847,194,75,0.5
LBR,450,1951,3,liberia,4501951,54.09999847,194,76,0.5
LBR,450,1952,3,liberia,4501952,54.09999847,194,77,0.5
LBR,450,1953,3,liberia,4501953,54.09999847,194,79,0.5
LBR,450,1954,3,liberia,4501954,54.09999847,194,82,0.5
LBR,450,1955,3,liberia,4501955,54.09999847,186.6999969,84,0.5
LBR,450,1956,3,liberia,4501956,54.09999847,186.6999969,87,0.5
LBR,450,1957,3,liberia,4501957,54.09999847,186.6999969,89,0.5
LBR,450,1958,3,liberia,4501958,54.09999847,186.6999969,90,0.5
LBR,450,1959,3,liberia,4501959,54.09999847,186.6999969,89,0.5
LBR,450,1960,3,liberia,4501960,37,184,107,0.5
LBR,450,1961,3,liberia,4501961,54.09999847,179.5,111,0.5
LBR,450,1962,3,liberia,4501962,54.09999847,179.5,117,0.5
LBR,450,1963,3,liberia,4501963,54.09999847,179.5,119,0.5
LBR,450,1964,3,liberia,4501964,54.09999847,179.5,122,0.5
LBR,450,1965,3,liberia,4501965,54.09999847,172.3000031,125,0.5
LBR,450,1966,3,liberia,4501966,54.09999847,172.3000031,129,0.5
LBR,450,1967,3,liberia,4501967,54.09999847,172.3000031,130,0.5
LBR,450,1968,3,liberia,4501968,54.09999847,172.3000031,133,0.5
LBR,450,1969,3,liberia,4501969,54.09999847,172.3000031,133,0.5
LBR,450,1970,3,liberia,4501970,13,137,134,0.5
LBR,450,1971,3,liberia,4501971,13,159.1999969,139,0.5
LBR,450,1972,3,liberia,4501972,54.09999847,165,140,0.5
LBR,450,1973,3,liberia,4501973,54.09999847,165,141,0.5
LBR,450,1974,3,liberia,4501974,4,154.1399994,143,0.5
LBR,450,1975,3,liberia,4501975,4,152.7400055,150,0.5
LBR,450,1976,3,liberia,4501976,4,151.3600006,151,0.5
LBR,450,1977,3,liberia,4501977,4,149.9799957,152,0.5
LBR,450,1978,3,liberia,4501978,4,148.6199951,154,0.5
LBR,450,1979,3,liberia,4501979,4,147.2599945,156,0.5
LBR,450,1980,3,liberia,4501980,4,146.4400024,156,0
LBR,450,1981,3,liberia,4501981,4,145.6199951,159,0
LBR,450,1982,3,liberia,4501982,4,144.8099976,159,0
LBR,450,1983,3,liberia,4501983,4,144,160,0
LBR,450,1984,3,liberia,4501984,4,143.5599976,161,0
LBR,450,1985,3,liberia,4501985,4,143.1100006,161,0
LBR,450,1986,3,liberia,4501986,4,142.6699982,161,0
LBR,450,1987,3,liberia,4501987,4,142.2299957,161,0
LBR,450,1988,3,liberia,4501988,4,141.7799988,161,0
LBR,450,1989,3,liberia,4501989,4,141.3399963,161,0
LBR,450,1990,3,liberia,4501990,4,146.7899933,165,0
LBR,450,1991,3,liberia,4501991,4,146.9400024,177,0
LBR,450,1992,3,liberia,4501992,4,147.0800018,181,0
LBR,450,1993,3,liberia,4501993,4,147.2200012,186,0
LBR,450,1994,3,liberia,4501994,4,147.3699951,187,0.25
LBR,450,1995,3,liberia,4501995,4,147.5099945,187,0.25
LBR,450,1996,3,liberia,4501996,15,147.8999939,187,0.25
LBR,450,1997,3,liberia,4501997,15,142.8000031,187,0.75
LBR,450,1998,3,liberia,4501998,15,140.8999939,187,0.75
LBR,450,1999,3,liberia,4501999,15,139.1000061,190,0.75
LBR,450,2000,3,liberia,4502000,15,137.3000031,191,
LBR,450,2001,3,liberia,4502001,15,135.3000031,191,
LBR,450,2002,3,liberia,4502002,15,133.8999939,192,
SIE,451,1961,3,sierra leone,4511961,6.099999905,148,111,0.75
SIE,451,1962,3,sierra leone,4511962,6.099999905,132,117,0.75
SIE,451,1963,3,sierra leone,4511963,6.099999905,121,119,0.75
SIE,451,1964,3,sierra leone,4511964,9.100000381,135,122,0.75
SIE,451,1965,3,sierra leone,4511965,9.100000381,118,125,0.75
SIE,451,1966,3,sierra leone,4511966,10.10000038,128.1999969,129,0.75
SIE,451,1967,3,sierra leone,4511967,10.10000038,146.5,130,0
SIE,451,1968,3,sierra leone,4511968,10.10000038,136.3000031,133,0.75
SIE,451,1969,3,sierra leone,4511969,54.09999847,203.6000061,133,0.75
SIE,451,1970,3,sierra leone,4511970,54.09999847,192.8999939,134,0.75
SIE,451,1971,3,sierra leone,4511971,32,206,139,0.5
SIE,451,1972,3,sierra leone,4511972,54.09999847,192.8999939,140,0.5
SIE,451,1973,3,sierra leone,4511973,54.09999847,192.8999939,141,0.5
SIE,451,1974,3,sierra leone,4511974,4,200.1600037,143,0.5
SIE,451,1975,3,sierra leone,4511975,4,198.2799988,150,0.5
SIE,451,1976,3,sierra leone,4511976,4,196.4299927,151,0.5
SIE,451,1977,3,sierra leone,4511977,4,194.5899963,152,0.5
SIE,451,1978,3,sierra leone,4511978,4,192.7599945,154,0.5
SIE,451,1979,3,sierra leone,4511979,4,190.9499969,156,0.5
SIE,451,1980,3,sierra leone,4511980,4,189.1499939,156,0.5
SIE,451,1981,3,sierra leone,4511981,4,187.1900024,159,0.5
SIE,451,1982,3,sierra leone,4511982,4,185.25,159,0.5
SIE,451,1983,3,sierra leone,4511983,4,183.3300018,160,0.5
SIE,451,1984,3,sierra leone,4511984,4,181.4299927,161,0.5
SIE,451,1985,3,sierra leone,4511985,4,179.5399933,161,0.5
SIE,451,1986,3,sierra leone,4511986,4,177.5700073,161,0.5
SIE,451,1987,3,sierra leone,4511987,4,175.6100006,161,0.5
SIE,451,1988,3,sierra leone,4511988,4,173.6699982,161,0.5
SIE,451,1989,3,sierra leone,4511989,4,171.75,161,0.5
SIE,451,1990,3,sierra leone,4511990,4,169.8500061,165,0.5
SIE,451,1991,3,sierra leone,4511991,4,167.9100037,177,0.5
SIE,451,1992,3,sierra leone,4511992,4,165.9900055,181,0
SIE,451,1993,3,sierra leone,4511993,4,164.0899963,186,0
SIE,451,1994,3,sierra leone,4511994,4,162.2100067,187,0
SIE,451,1995,3,sierra leone,4511995,4,160.3500061,187,0
SIE,451,1996,3,sierra leone,4511996,15,158.6100006,187,0.75
SIE,451,1997,3,sierra leone,4511997,15,156.8999939,187,0.25
SIE,451,1998,3,sierra leone,4511998,15,155.1999969,187,0.25
SIE,451,1999,3,sierra leone,4511999,15,153.5,190,0.25
SIE,451,2000,3,sierra leone,4512000,15,151.8000031,191,
SIE,451,2001,3,sierra leone,4512001,15,150.1000061,191,
SIE,451,2002,3,sierra leone,4512002,15,148.5,192,
GHA,452,1957,3,ghana,4521957,5.099999905,88,89,0.75
GHA,452,1958,3,ghana,4521958,5,90,90,0.75
GHA,452,1959,3,ghana,4521959,9.100000381,98,89,0.75
GHA,452,1960,3,ghana,4521960,7,113,107,0.5
GHA,452,1961,3,ghana,4521961,6.099999905,97,111,0.5
GHA,452,1962,3,ghana,4521962,6.099999905,87,117,0.5
GHA,452,1963,3,ghana,4521963,6.099999905,82,119,0.5
GHA,452,1964,3,ghana,4521964,54.09999847,126.9000015,122,0.5
GHA,452,1965,3,ghana,4521965,54.09999847,116.9000015,125,0.5
GHA,452,1966,3,ghana,4521966,54.09999847,116.9000015,129,0
GHA,452,1967,3,ghana,4521967,10.10000038,87.5,130,0
GHA,452,1968,3,ghana,4521968,54.09999847,116.9000015,133,0
GHA,452,1969,3,ghana,4521969,13.10000038,66.90000153,133,0
GHA,452,1970,3,ghana,4521970,13.10000038,59.40000153,134,0.75
GHA,452,1971,3,ghana,4521971,13.10000038,63.70000076,139,0.75
GHA,452,1972,3,ghana,4521972,4,81.26000214,140,0
GHA,452,1973,3,ghana,4521973,4,81.26000214,141,0
GHA,452,1974,3,ghana,4521974,4,81.26000214,143,0
GHA,452,1975,3,ghana,4521975,4,81.26000214,150,0
GHA,452,1976,3,ghana,4521976,4,81.26000214,151,0
GHA,452,1977,3,ghana,4521977,4,81.26000214,152,0
GHA,452,1978,3,ghana,4521978,4,81.26000214,154,0
GHA,452,1979,3,ghana,4521979,4,81.26000214,156,0.75
GHA,452,1980,3,ghana,4521980,4,81.26000214,156,0.75
GHA,452,1981,3,ghana,4521981,4,81.26000214,159,0
GHA,452,1982,3,ghana,4521982,4,81.26000214,159,0
GHA,452,1983,3,ghana,4521983,4,81.26000214,160,0
GHA,452,1984,3,ghana,4521984,4,79.83000183,161,0
GHA,452,1985,3,ghana,4521985,4,78.41999817,161,0
GHA,452,1986,3,ghana,4521986,4,77.16000366,161,0
GHA,452,1987,3,ghana,4521987,4,75.93000031,161,0
GHA,452,1988,3,ghana,4521988,4,74.70999908,161,0
GHA,452,1989,3,ghana,4521989,4,72.16000366,161,0
GHA,452,1990,3,ghana,4521990,4,69.68000031,165,0
GHA,452,1991,3,ghana,4521991,4,67.45999908,177,0
GHA,452,1992,3,ghana,4521992,4,65.30999756,181,0.25
GHA,452,1993,3,ghana,4521993,4,63.22000122,186,0.25
GHA,452,1994,3,ghana,4521994,4,61.20000076,187,0.25
GHA,452,1995,3,ghana,4521995,4,59.54000092,187,0.25
GHA,452,1996,3,ghana,4521996,15,58.70000076,187,0.25
GHA,452,1997,3,ghana,4521997,15,57.90000153,187,0.25
GHA,452,1998,3,ghana,4521998,15,57.09999847,187,0.25
GHA,452,1999,3,ghana,4521999,15,56.29999924,190,0.25
GHA,452,2000,3,ghana,4522000,15,55.5,191,
GHA,452,2001,3,ghana,4522001,15,54.70000076,191,
GHA,452,2002,3,ghana,4522002,15,53.79999924,192,
TOG,461,1960,3,togo,4611960,37,182,107,0.5
TOG,461,1961,3,togo,4611961,6.099999905,127,111,0.5
TOG,461,1962,3,togo,4611962,54.09999847,157.5,117,0.5
TOG,461,1963,3,togo,4611963,54.09999847,157.5,119,0.5
TOG,461,1964,3,togo,4611964,54.09999847,157.5,122,0.5
TOG,461,1965,3,togo,4611965,54.09999847,143.1999969,125,0.5
TOG,461,1966,3,togo,4611966,54.09999847,143.1999969,129,0.5
TOG,461,1967,3,togo,4611967,54.09999847,143.1999969,130,0
TOG,461,1968,3,togo,4611968,54.09999847,143.1999969,133,0
TOG,461,1969,3,togo,4611969,32,130,133,0
TOG,461,1970,3,togo,4611970,54.09999847,129.6999969,134,0
TOG,461,1971,3,togo,4611971,54.09999847,129.6999969,139,0
TOG,461,1972,3,togo,4611972,54.09999847,129.6999969,140,0.25
TOG,461,1973,3,togo,4611973,54.09999847,129.6999969,141,0.25
TOG,461,1974,3,togo,4611974,54.09999847,129.6999969,143,0.25
TOG,461,1975,3,togo,4611975,54.09999847,117.0999985,150,0.25
TOG,461,1976,3,togo,4611976,54.09999847,117.0999985,151,0.25
TOG,461,1977,3,togo,4611977,54.09999847,117.0999985,152,0.25
TOG,461,1978,3,togo,4611978,19.10000038,111.4000015,154,0.25
TOG,461,1979,3,togo,4611979,54.09999847,117.0999985,156,0.25
TOG,461,1980,3,togo,4611980,54.09999847,105.5999985,156,0.25
TOG,461,1981,3,togo,4611981,4,110.8099976,159,0.25
TOG,461,1982,3,togo,4611982,4,107.6399994,159,0.25
TOG,461,1983,3,togo,4611983,4,104.5500031,160,0.25
TOG,461,1984,3,togo,4611984,4,101.5400009,161,0.25
TOG,461,1985,3,togo,4611985,4,98.62000275,161,0.25
TOG,461,1986,3,togo,4611986,4,95.98999786,161,0.25
TOG,461,1987,3,togo,4611987,4,93.41999817,161,0.25
TOG,461,1988,3,togo,4611988,4,90.93000031,161,0.25
TOG,461,1989,3,togo,4611989,4,88.5,161,0.25
TOG,461,1990,3,togo,4611990,4,86.12999725,165,0.25
TOG,461,1991,3,togo,4611991,4,84.16999817,177,0.25
TOG,461,1992,3,togo,4611992,4,82.25,181,0.25
TOG,461,1993,3,togo,4611993,4,80.37999725,186,0.25
TOG,461,1994,3,togo,4611994,4,79.16000366,187,0.25
TOG,461,1995,3,togo,4611995,4,77.94999695,187,0.25
TOG,461,1996,3,togo,4611996,15,76.69999695,187,0.25
TOG,461,1997,3,togo,4611997,15,75.5,187,0.25
TOG,461,1998,3,togo,4611998,15,74.30000305,187,0.25
TOG,461,1999,3,togo,4611999,15,73.19999695,190,0.25
TOG,461,2000,3,togo,4612000,15,72,191,
TOG,461,2001,3,togo,4612001,15,70.90000153,191,
TOG,461,2002,3,togo,4612002,15,69.80000305,192,
CAO,471,1960,3,cameroon,4711960,37,163,107,0.5
CAO,471,1961,3,cameroon,4711961,54.09999847,157.6000061,111,0.5
CAO,471,1962,3,cameroon,4711962,54.09999847,157.6000061,117,0.5
CAO,471,1963,3,cameroon,4711963,54.09999847,157.6000061,119,0.5
CAO,471,1964,3,cameroon,4711964,54.09999847,157.6000061,122,0.5
CAO,471,1965,3,cameroon,4711965,54.09999847,143.3000031,125,0.5
CAO,471,1966,3,cameroon,4711966,54.09999847,143.3000031,129,0.5
CAO,471,1967,3,cameroon,4711967,54.09999847,143.3000031,130,0.5
CAO,471,1968,3,cameroon,4711968,54.09999847,143.3000031,133,0.5
CAO,471,1969,3,cameroon,4711969,54.09999847,143.3000031,133,0.5
CAO,471,1970,3,cameroon,4711970,54.09999847,128.1999969,134,0.5
CAO,471,1971,3,cameroon,4711971,54.09999847,128.1999969,139,0.5
CAO,471,1972,3,cameroon,4711972,54.09999847,128.1999969,140,0.5
CAO,471,1973,3,cameroon,4711973,54.09999847,128.1999969,141,0.5
CAO,471,1974,3,cameroon,4711974,54.09999847,128.1999969,143,0.5
CAO,471,1975,3,cameroon,4711975,54.09999847,114.6999969,150,0.5
CAO,471,1976,3,cameroon,4711976,4,107.5100021,151,0.5
CAO,471,1977,3,cameroon,4711977,4,106.5100021,152,0.5
CAO,471,1978,3,cameroon,4711978,4,105.5299988,154,0.5
CAO,471,1979,3,cameroon,4711979,4,104.5599976,156,0.5
CAO,471,1980,3,cameroon,4711980,4,103.5999985,156,0.5
CAO,471,1981,3,cameroon,4711981,4,102.6500015,159,0.5
CAO,471,1982,3,cameroon,4711982,4,101.6999969,159,0.5
CAO,471,1983,3,cameroon,4711983,4,100.7699966,160,0.5
CAO,471,1984,3,cameroon,4711984,4,99.84999847,161,0.5
CAO,471,1985,3,cameroon,4711985,4,97.26999664,161,0.5
CAO,471,1986,3,cameroon,4711986,4,95.02999878,161,0.5
CAO,471,1987,3,cameroon,4711987,4,92.84999847,161,0.5
CAO,471,1988,3,cameroon,4711988,4,90.70999908,161,0.5
CAO,471,1989,3,cameroon,4711989,4,88.62000275,161,0.5
CAO,471,1990,3,cameroon,4711990,4,86.58999634,165,0.5
CAO,471,1991,3,cameroon,4711991,4,84.30999756,177,0.5
CAO,471,1992,3,cameroon,4711992,4,82.08999634,181,0.5
CAO,471,1993,3,cameroon,4711993,4,79.93000031,186,0.5
CAO,471,1994,3,cameroon,4711994,4,78.91999817,187,0.5
CAO,471,1995,3,cameroon,4711995,4,77.93000031,187,0.5
CAO,471,1996,3,cameroon,4711996,15,76.90000153,187,0.5
CAO,471,1997,3,cameroon,4711997,15,75.90000153,187,0.5
CAO,471,1998,3,cameroon,4711998,15,74.90000153,187,0.5
CAO,471,1999,3,cameroon,4711999,15,74,190,0.5
CAO,471,2000,3,cameroon,4712000,15,73,191,
CAO,471,2001,3,cameroon,4712001,15,72,191,
CAO,471,2002,3,cameroon,4712002,15,71.09999847,192,
NIG,475,1960,3,nigeria,4751960,7.099999905,63,107,0.75
NIG,475,1961,3,nigeria,4751961,6.099999905,81,111,0.75
NIG,475,1962,3,nigeria,4751962,6.099999905,62,117,0.75
NIG,475,1963,3,nigeria,4751963,6.099999905,68,119,0.75
NIG,475,1964,3,nigeria,4751964,54.09999847,159.8000031,122,0.75
NIG,475,1965,3,nigeria,4751965,54.09999847,148.3000031,125,0.75
NIG,475,1966,3,nigeria,4751966,10.10000038,45.40000153,129,0
NIG,475,1967,3,nigeria,4751967,10.10000038,41.09999847,130,0
NIG,475,1968,3,nigeria,4751968,10.10000038,38,133,0
NIG,475,1969,3,nigeria,4751969,10.10000038,58,133,0
NIG,475,1970,3,nigeria,4751970,54.09999847,137.1000061,134,0
NIG,475,1971,3,nigeria,4751971,14.10000038,58.20000076,139,0
NIG,475,1972,3,nigeria,4751972,4,120.7600021,140,0
NIG,475,1973,3,nigeria,4751973,4,118.5999985,141,0
NIG,475,1974,3,nigeria,4751974,4,116.4700012,143,0
NIG,475,1975,3,nigeria,4751975,4,114.3700027,150,0
NIG,475,1976,3,nigeria,4751976,4,112.0199966,151,0
NIG,475,1977,3,nigeria,4751977,4,109.7099991,152,0
NIG,475,1978,3,nigeria,4751978,4,107.4400024,154,0
NIG,475,1979,3,nigeria,4751979,4,105.2200012,156,0.75
NIG,475,1980,3,nigeria,4751980,4,103.0400009,156,0.75
NIG,475,1981,3,nigeria,4751981,4,100.6100006,159,0.75
NIG,475,1982,3,nigeria,4751982,4,98.23999786,159,0.75
NIG,475,1983,3,nigeria,4751983,4,95.91999817,160,0.5
NIG,475,1984,3,nigeria,4751984,4,93.65000153,161,0
NIG,475,1985,3,nigeria,4751985,4,91.43000031,161,0
NIG,475,1986,3,nigeria,4751986,4,89.91000366,161,0
NIG,475,1987,3,nigeria,4751987,4,88.41000366,161,0
NIG,475,1988,3,nigeria,4751988,4,86.94000244,161,0
NIG,475,1989,3,nigeria,4751989,4,85.48999786,161,0
NIG,475,1990,3,nigeria,4751990,4,84.06999969,165,0
NIG,475,1991,3,nigeria,4751991,4,82.76999664,177,0
NIG,475,1992,3,nigeria,4751992,4,81.48999786,181,0
NIG,475,1993,3,nigeria,4751993,4,80.23000336,186,0
NIG,475,1994,3,nigeria,4751994,4,78.98000336,187,0
NIG,475,1995,3,nigeria,4751995,4,77.76000214,187,0
NIG,475,1996,3,nigeria,4751996,15,77,187,0
NIG,475,1997,3,nigeria,4751997,15,76.19999695,187,0
NIG,475,1998,3,nigeria,4751998,15,75.5,187,0
NIG,475,1999,3,nigeria,4751999,15,74.69999695,190,0.75
NIG,475,2000,3,nigeria,4752000,15,74,191,
NIG,475,2001,3,nigeria,4752001,15,73.09999847,191,
NIG,475,2002,3,nigeria,4752002,15,72.19999695,192,
GAB,481,1960,3,gabon,4811960,37,171,107,0.5
